instance_id,N,iteration_number,gurobi_energy,gurobi_time,annealer_energy,annealer_time,energy_difference
aef2ab53-84ce-4b73-9ccc-c1a39c6ebc6f,900,4,-20638.0,41.81049370765686,-20628.0,1.5406315326690674,10.0
f03a2d47-4e9f-4fb7-bd64-837da263dd62,900,12,-20410.0,41.265239238739014,-20400.0,1.5409598350524902,10.0
6f8811bc-7794-4a0a-9659-ca1cdf0cebf3,900,16,-20462.0,41.84691882133484,-20452.0,1.5271635055541992,10.0
745d0360-3a25-477f-8a7f-244f33f51348,900,14,-20328.0,41.35045051574707,-20318.0,1.5481081008911133,10.0
6dcf469b-ef20-4d0b-ac4f-4c7ffc8ba174,900,7,-20346.0,41.25721287727356,-20336.0,1.5384066104888916,10.0
26cbb402-6a9c-4fb1-96e5-6d726773c951,900,2,-20468.0,41.55070924758911,-20458.0,1.5590417385101318,10.0
26cbb402-6a9c-4fb1-96e5-6d726773c951,900,17,-20468.0,41.55070924758911,-20458.0,1.545961856842041,10.0
7f61c839-5a26-4041-8ca3-bde1c5f07257,900,4,-20448.0,41.08492112159729,-20438.0,1.553074836730957,10.0
7f61c839-5a26-4041-8ca3-bde1c5f07257,900,14,-20448.0,41.08492112159729,-20438.0,1.5366809368133545,10.0
e9e6ffbb-a4b4-4c66-9f0d-2d083608c385,900,0,-20512.0,40.98224902153015,-20502.0,1.5502839088439941,10.0
e9e6ffbb-a4b4-4c66-9f0d-2d083608c385,900,5,-20512.0,40.98224902153015,-20502.0,1.5323412418365479,10.0
eb9acea5-565a-4486-8afa-c55d515293fa,900,6,-20522.0,41.54392337799072,-20512.0,1.5409669876098633,10.0
eb9acea5-565a-4486-8afa-c55d515293fa,900,8,-20522.0,41.54392337799072,-20512.0,1.5684771537780762,10.0
eb9acea5-565a-4486-8afa-c55d515293fa,900,9,-20522.0,41.54392337799072,-20512.0,1.5270535945892334,10.0
eb9acea5-565a-4486-8afa-c55d515293fa,900,11,-20522.0,41.54392337799072,-20512.0,1.5349488258361816,10.0
9240857b-9127-4509-a610-a59f159920ba,900,4,-20464.0,42.673832654953,-20454.0,1.529841661453247,10.0
151b1959-1df3-4777-9475-28dd879fb88b,900,8,-20474.0,41.157917737960815,-20464.0,1.5385963916778564,10.0
151b1959-1df3-4777-9475-28dd879fb88b,900,13,-20474.0,41.157917737960815,-20464.0,1.5495383739471436,10.0
b2e72fe2-4e31-41d8-9564-5b45f32e967e,900,3,-20348.0,41.597615242004395,-20338.0,1.5528929233551025,10.0
b2e72fe2-4e31-41d8-9564-5b45f32e967e,900,10,-20348.0,41.597615242004395,-20338.0,1.5301907062530518,10.0
fd147287-9f37-4a58-a3e1-7819555cf68b,900,4,-20354.0,41.88168501853943,-20344.0,1.537484884262085,10.0
2a625814-7b7b-449c-a450-2f974cf41e54,900,3,-20360.0,40.92043995857239,-20350.0,1.548192024230957,10.0
2a625814-7b7b-449c-a450-2f974cf41e54,900,8,-20360.0,40.92043995857239,-20350.0,1.5474510192871094,10.0
2a625814-7b7b-449c-a450-2f974cf41e54,900,11,-20360.0,40.92043995857239,-20350.0,1.5436930656433105,10.0
2a625814-7b7b-449c-a450-2f974cf41e54,900,14,-20360.0,40.92043995857239,-20350.0,1.5550541877746582,10.0
54a36f63-5a95-4119-bbe3-a6c0fd7f3945,900,11,-20422.0,41.4971649646759,-20412.0,1.5339562892913818,10.0
54a36f63-5a95-4119-bbe3-a6c0fd7f3945,900,17,-20422.0,41.4971649646759,-20412.0,1.546008586883545,10.0
